title	first_author_last	year	nbs_link	publisher_link	attempted_sources	failure_reason	checked_on
Circular economy in India’s tire sector: material flow analysis and review of end-of-life management strategies	Shukla	2026	https://link.springer.com/article/10.1007/s44498-026-00035-x	https://link.springer.com/article/10.1007/s44498-026-00035-x	publisher_html:https://link.springer.com/article/10.1007/s44498-026-00035-x | publisher_pdf:https://link.springer.com/content/pdf/10.1007/s44498-026-00035-x.pdf | xjtlu_browser_pdf_cookies:https://link.springer.com/content/pdf/10.1007/s44498-026-00035-x.pdf | xjtlu_browser_pdf:https://link.springer.com/content/pdf/10.1007/s44498-026-00035-x.pdf | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Flink.springer.com%2Farticle%2F10.1007%2Fs44498-026-00035-x | publisher_pdf:https://link.springer.com/content/pdf/10.1007/s44498-026-00035-x.pdf | xjtlu_browser_pdf_cookies:https://link.springer.com/content/pdf/10.1007/s44498-026-00035-x.pdf | xjtlu_browser_pdf:https://link.springer.com/content/pdf/10.1007/s44498-026-00035-x.pdf | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3D10.1007%2Fs44498-026-00035-x | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/jhcix6u66v?q=10.1007%2Fs44498-026-00035-x	no_formal_pdf_found	2026-04-13
Carbon Populism and Representative Politics: On Why Fossil Fuel Firms Speaking for ‘The People’ Is a Bad Idea	Nyberg	2026	https://onlinelibrary.wiley.com/doi/10.1111/joms.70096	https://onlinelibrary.wiley.com/doi/10.1111/joms.70096	publisher_html:https://onlinelibrary.wiley.com/doi/10.1111/joms.70096 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70096 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70096 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70096 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70096 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70096 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70096 | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fonlinelibrary.wiley.com%2Fdoi%2F10.1111%2Fjoms.70096 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70096 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70096 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70096 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70096 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70096 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70096 | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3D10.1111%2Fjoms.70096 | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/zfd26r3tmz?q=10.1111%2Fjoms.70096	no_formal_pdf_found	2026-04-13
Micro-Processes of Constrained Innovation: A Field Study of Constraint-Handling Practices in Base of the Pyramid Innovation Projects	Doms	2026	https://onlinelibrary.wiley.com/doi/10.1111/joms.70065	https://onlinelibrary.wiley.com/doi/10.1111/joms.70065	publisher_html:https://onlinelibrary.wiley.com/doi/10.1111/joms.70065 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70065 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70065 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70065 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70065 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70065 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70065 | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fonlinelibrary.wiley.com%2Fdoi%2F10.1111%2Fjoms.70065 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70065 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70065 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70065 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70065 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70065 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70065 | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3D10.1111%2Fjoms.70065 | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/hsnxlsf36b?q=10.1111%2Fjoms.70065	no_formal_pdf_found	2026-04-13
Joining Decision-Making, Moral Thinking, and Collective Action: Grand Challenges as a Phenomenology of Deliberation	Grattarola	2026	https://onlinelibrary.wiley.com/doi/10.1111/joms.70062	https://onlinelibrary.wiley.com/doi/10.1111/joms.70062	publisher_html:https://onlinelibrary.wiley.com/doi/10.1111/joms.70062 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70062 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70062 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70062 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70062 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70062 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70062 | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fonlinelibrary.wiley.com%2Fdoi%2F10.1111%2Fjoms.70062 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70062 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70062 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70062 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70062 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70062 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70062 | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3D10.1111%2Fjoms.70062 | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/6kn4kosjp5?q=10.1111%2Fjoms.70062	no_formal_pdf_found	2026-04-13
When Opposites Don’t Attract: The New Information Environment, Polarization, and What Happens to Social Evaluations When ‘The World Goes to Hell in a Handbasket’	Pollock	2026	https://onlinelibrary.wiley.com/doi/10.1111/joms.70067	https://onlinelibrary.wiley.com/doi/10.1111/joms.70067	publisher_html:https://onlinelibrary.wiley.com/doi/10.1111/joms.70067 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70067 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70067 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70067 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70067 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70067 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70067 | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fonlinelibrary.wiley.com%2Fdoi%2F10.1111%2Fjoms.70067 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70067 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70067 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70067 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70067 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70067 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70067 | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3D10.1111%2Fjoms.70067 | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/6bw2enytrv?q=10.1111%2Fjoms.70067	no_formal_pdf_found	2026-04-13
Leadership and the Virtue of Humanity: Conceptual Clarity, Systematic Review, and Future Research Agenda	Newstead	2026	https://onlinelibrary.wiley.com/doi/10.1111/joms.70064	https://onlinelibrary.wiley.com/doi/10.1111/joms.70064	publisher_html:https://onlinelibrary.wiley.com/doi/10.1111/joms.70064 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70064 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70064 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70064 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70064 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70064 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70064 | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fonlinelibrary.wiley.com%2Fdoi%2F10.1111%2Fjoms.70064 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70064 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70064 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70064 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70064 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70064 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70064 | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3D10.1111%2Fjoms.70064 | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/qa4ccsheev?q=10.1111%2Fjoms.70064	no_formal_pdf_found	2026-04-13
CEO Activism and Corporate Reputation: How Authenticity and CSR Mitigate Stakeholder Misalignment	Li	2026	https://onlinelibrary.wiley.com/doi/10.1111/joms.70060	https://onlinelibrary.wiley.com/doi/10.1111/joms.70060	publisher_html:https://onlinelibrary.wiley.com/doi/10.1111/joms.70060 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70060 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70060 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70060 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70060 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70060 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70060 | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fonlinelibrary.wiley.com%2Fdoi%2F10.1111%2Fjoms.70060 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70060 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70060 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70060 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70060 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70060 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70060 | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3D10.1111%2Fjoms.70060 | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/xi5k2qxprz?q=10.1111%2Fjoms.70060	no_formal_pdf_found	2026-04-13
Social Media Is a Threat for Democracy! A Political Perspective for Analysing and Diminishing Harm	Castelló	2025	https://onlinelibrary.wiley.com/doi/10.1111/joms.70053	https://onlinelibrary.wiley.com/doi/10.1111/joms.70053	publisher_html:https://onlinelibrary.wiley.com/doi/10.1111/joms.70053 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70053 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70053 | publisher_pdf:https://onlinelibrary.wiley.com/action/getFTRLinkout?url=http%3A%2F%2Fscholar.google.com%2Fscholar%3Fhl%3Den%26q%3D%2BReuters%2BInstitute.%2B%25282024%2529.%2BReuters%2BInstitute%2BDigital%2BNews%2BReport%2B2024.%2BAvailable%2Bat%2Bhttps%253A%252F%252Freutersinstitute.politics.ox.ac.uk%252Fsites%252Fdefault%252Ffiles%252F2024%25E2%2580%259006%252FRISJ_DNR_2024_Digital_v10%252520lr.pdf%2B%2528accessed%2B22%2BJanuary%2B2025%2529.&doi=10.1111%2Fjoms.70053&linkType=gs&linkLocation=Reference&linkSource=FULL_TEXT | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70053 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70053 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70053 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70053 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/action/getFTRLinkout?url=http%3A%2F%2Fscholar.google.com%2Fscholar%3Fhl%3Den%26q%3D%2BReuters%2BInstitute.%2B%25282024%2529.%2BReuters%2BInstitute%2BDigital%2BNews%2BReport%2B2024.%2BAvailable%2Bat%2Bhttps%253A%252F%252Freutersinstitute.politics.ox.ac.uk%252Fsites%252Fdefault%252Ffiles%252F2024%25E2%2580%259006%252FRISJ_DNR_2024_Digital_v10%252520lr.pdf%2B%2528accessed%2B22%2BJanuary%2B2025%2529.&doi=10.1111%2Fjoms.70053&linkType=gs&linkLocation=Reference&linkSource=FULL_TEXT | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/action/getFTRLinkout?url=http%3A%2F%2Fscholar.google.com%2Fscholar%3Fhl%3Den%26q%3D%2BReuters%2BInstitute.%2B%25282024%2529.%2BReuters%2BInstitute%2BDigital%2BNews%2BReport%2B2024.%2BAvailable%2Bat%2Bhttps%253A%252F%252Freutersinstitute.politics.ox.ac.uk%252Fsites%252Fdefault%252Ffiles%252F2024%25E2%2580%259006%252FRISJ_DNR_2024_Digital_v10%252520lr.pdf%2B%2528accessed%2B22%2BJanuary%2B2025%2529.&doi=10.1111%2Fjoms.70053&linkType=gs&linkLocation=Reference&linkSource=FULL_TEXT | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fonlinelibrary.wiley.com%2Fdoi%2F10.1111%2Fjoms.70053 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70053 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70053 | publisher_pdf:https://onlinelibrary.wiley.com/action/getFTRLinkout?url=http%3A%2F%2Fscholar.google.com%2Fscholar%3Fhl%3Den%26q%3D%2BReuters%2BInstitute.%2B%25282024%2529.%2BReuters%2BInstitute%2BDigital%2BNews%2BReport%2B2024.%2BAvailable%2Bat%2Bhttps%253A%252F%252Freutersinstitute.politics.ox.ac.uk%252Fsites%252Fdefault%252Ffiles%252F2024%25E2%2580%259006%252FRISJ_DNR_2024_Digital_v10%252520lr.pdf%2B%2528accessed%2B22%2BJanuary%2B2025%2529.&doi=10.1111%2Fjoms.70053&linkType=gs&linkLocation=Reference&linkSource=FULL_TEXT | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70053 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70053 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70053 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70053 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/action/getFTRLinkout?url=http%3A%2F%2Fscholar.google.com%2Fscholar%3Fhl%3Den%26q%3D%2BReuters%2BInstitute.%2B%25282024%2529.%2BReuters%2BInstitute%2BDigital%2BNews%2BReport%2B2024.%2BAvailable%2Bat%2Bhttps%253A%252F%252Freutersinstitute.politics.ox.ac.uk%252Fsites%252Fdefault%252Ffiles%252F2024%25E2%2580%259006%252FRISJ_DNR_2024_Digital_v10%252520lr.pdf%2B%2528accessed%2B22%2BJanuary%2B2025%2529.&doi=10.1111%2Fjoms.70053&linkType=gs&linkLocation=Reference&linkSource=FULL_TEXT | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/action/getFTRLinkout?url=http%3A%2F%2Fscholar.google.com%2Fscholar%3Fhl%3Den%26q%3D%2BReuters%2BInstitute.%2B%25282024%2529.%2BReuters%2BInstitute%2BDigital%2BNews%2BReport%2B2024.%2BAvailable%2Bat%2Bhttps%253A%252F%252Freutersinstitute.politics.ox.ac.uk%252Fsites%252Fdefault%252Ffiles%252F2024%25E2%2580%259006%252FRISJ_DNR_2024_Digital_v10%252520lr.pdf%2B%2528accessed%2B22%2BJanuary%2B2025%2529.&doi=10.1111%2Fjoms.70053&linkType=gs&linkLocation=Reference&linkSource=FULL_TEXT | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3D10.1111%2Fjoms.70053 | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/bbtewicfqn?q=10.1111%2Fjoms.70053	no_formal_pdf_found	2026-04-13
Are Social Media Platforms a Threat to Democracy? An Ecosystem Governance Perspective	Cennamo	2026	https://onlinelibrary.wiley.com/doi/10.1111/joms.70044	https://onlinelibrary.wiley.com/doi/10.1111/joms.70044	publisher_html:https://onlinelibrary.wiley.com/doi/10.1111/joms.70044 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70044 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70044 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70044 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70044 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70044 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70044 | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fonlinelibrary.wiley.com%2Fdoi%2F10.1111%2Fjoms.70044 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70044 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70044 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70044 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70044 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70044 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70044 | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3D10.1111%2Fjoms.70044 | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/tddl6wgejb?q=10.1111%2Fjoms.70044	no_formal_pdf_found	2026-04-13
Do Women Executives Make Workplaces Safer? Evidence from Workplace Safety Violations	Chen	2025	https://onlinelibrary.wiley.com/doi/10.1111/joms.70055	https://onlinelibrary.wiley.com/doi/10.1111/joms.70055	publisher_html:https://onlinelibrary.wiley.com/doi/10.1111/joms.70055 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70055 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70055 | publisher_pdf:https://onlinelibrary.wiley.com/action/getFTRLinkout?url=http%3A%2F%2Fscholar.google.com%2Fscholar%3Fhl%3Den%26q%3D%2BVanguard.%2B%25282017%2529.%2BAn%2BOpen%2BLetter%2Bto%2BPublic%2BCompanies%2BWorldwide.%2BAvailable%2Bat%2Bhttps%253A%252F%252Ftheboardinstitute.com%252Fwp%25E2%2580%2590content%252Fuploads%252F2018%252F04%252FVanguard%25E2%2580%2590CEO%25E2%2580%2590Open%25E2%2580%2590Governance%25E2%2580%2590Letter%25E2%2580%2590to%25E2%2580%2590Companies.pdf&doi=10.1111%2Fjoms.70055&linkType=gs&linkLocation=Reference&linkSource=FULL_TEXT | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70055 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70055 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70055 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70055 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/action/getFTRLinkout?url=http%3A%2F%2Fscholar.google.com%2Fscholar%3Fhl%3Den%26q%3D%2BVanguard.%2B%25282017%2529.%2BAn%2BOpen%2BLetter%2Bto%2BPublic%2BCompanies%2BWorldwide.%2BAvailable%2Bat%2Bhttps%253A%252F%252Ftheboardinstitute.com%252Fwp%25E2%2580%2590content%252Fuploads%252F2018%252F04%252FVanguard%25E2%2580%2590CEO%25E2%2580%2590Open%25E2%2580%2590Governance%25E2%2580%2590Letter%25E2%2580%2590to%25E2%2580%2590Companies.pdf&doi=10.1111%2Fjoms.70055&linkType=gs&linkLocation=Reference&linkSource=FULL_TEXT | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/action/getFTRLinkout?url=http%3A%2F%2Fscholar.google.com%2Fscholar%3Fhl%3Den%26q%3D%2BVanguard.%2B%25282017%2529.%2BAn%2BOpen%2BLetter%2Bto%2BPublic%2BCompanies%2BWorldwide.%2BAvailable%2Bat%2Bhttps%253A%252F%252Ftheboardinstitute.com%252Fwp%25E2%2580%2590content%252Fuploads%252F2018%252F04%252FVanguard%25E2%2580%2590CEO%25E2%2580%2590Open%25E2%2580%2590Governance%25E2%2580%2590Letter%25E2%2580%2590to%25E2%2580%2590Companies.pdf&doi=10.1111%2Fjoms.70055&linkType=gs&linkLocation=Reference&linkSource=FULL_TEXT | xjtlu_browser_html:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fonlinelibrary.wiley.com%2Fdoi%2F10.1111%2Fjoms.70055 | publisher_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70055 | publisher_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70055 | publisher_pdf:https://onlinelibrary.wiley.com/action/getFTRLinkout?url=http%3A%2F%2Fscholar.google.com%2Fscholar%3Fhl%3Den%26q%3D%2BVanguard.%2B%25282017%2529.%2BAn%2BOpen%2BLetter%2Bto%2BPublic%2BCompanies%2BWorldwide.%2BAvailable%2Bat%2Bhttps%253A%252F%252Ftheboardinstitute.com%252Fwp%25E2%2580%2590content%252Fuploads%252F2018%252F04%252FVanguard%25E2%2580%2590CEO%25E2%2580%2590Open%25E2%2580%2590Governance%25E2%2580%2590Letter%25E2%2580%2590to%25E2%2580%2590Companies.pdf&doi=10.1111%2Fjoms.70055&linkType=gs&linkLocation=Reference&linkSource=FULL_TEXT | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70055 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/pdf/10.1111/joms.70055 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70055 | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/doi/epdf/10.1111/joms.70055 | xjtlu_browser_pdf_cookies:https://onlinelibrary.wiley.com/action/getFTRLinkout?url=http%3A%2F%2Fscholar.google.com%2Fscholar%3Fhl%3Den%26q%3D%2BVanguard.%2B%25282017%2529.%2BAn%2BOpen%2BLetter%2Bto%2BPublic%2BCompanies%2BWorldwide.%2BAvailable%2Bat%2Bhttps%253A%252F%252Ftheboardinstitute.com%252Fwp%25E2%2580%2590content%252Fuploads%252F2018%252F04%252FVanguard%25E2%2580%2590CEO%25E2%2580%2590Open%25E2%2580%2590Governance%25E2%2580%2590Letter%25E2%2580%2590to%25E2%2580%2590Companies.pdf&doi=10.1111%2Fjoms.70055&linkType=gs&linkLocation=Reference&linkSource=FULL_TEXT | xjtlu_browser_pdf:https://onlinelibrary.wiley.com/action/getFTRLinkout?url=http%3A%2F%2Fscholar.google.com%2Fscholar%3Fhl%3Den%26q%3D%2BVanguard.%2B%25282017%2529.%2BAn%2BOpen%2BLetter%2Bto%2BPublic%2BCompanies%2BWorldwide.%2BAvailable%2Bat%2Bhttps%253A%252F%252Ftheboardinstitute.com%252Fwp%25E2%2580%2590content%252Fuploads%252F2018%252F04%252FVanguard%25E2%2580%2590CEO%25E2%2580%2590Open%25E2%2580%2590Governance%25E2%2580%2590Letter%25E2%2580%2590to%25E2%2580%2590Companies.pdf&doi=10.1111%2Fjoms.70055&linkType=gs&linkLocation=Reference&linkSource=FULL_TEXT | xjtlu_ebsco_search:https://elink.xjtlu.edu.cn/go?url=https%3A%2F%2Fresearch.ebsco.com%2Fc%2Fwwk3pd%2Fsearch%2Fresults%3Fq%3D10.1111%2Fjoms.70055 | xjtlu_ebsco_details:https://research.ebsco.com/c/wwk3pd/search/details/txy3eui5ir?q=10.1111%2Fjoms.70055	no_formal_pdf_found	2026-04-13
